Player,Squad,Age,Pos_clean,Comp,valor_real,valor_predicho,diferencia,diferencia_pct
Jefferson Lerma,Crystal Palace,29.0,MF,eng Premier League,11.000000000000002,9.595446,-1.4045543670654315,-0.12768676064231194
Leonardo Balerdi,Marseille,25.0,DF,fr Ligue 1,21.0,27.666155,6.666154861450195,0.3174359457833426
Rúben Dias,Manchester City,27.0,DF,eng Premier League,65.99999999999997,57.549126,-8.450874328613253,-0.1280435504335342
Carl Starfelt,Celta Vigo,29.0,DF,es La Liga,6.999999999999999,5.1980586,-1.8019413948059073,-0.2574201992579868
Pedro Neto,Chelsea,24.0,FW,eng Premier League,51.0,43.871284,-7.128715515136719,-0.13977873559091605
Igor Zubeldia,Real Sociedad,27.0,DF,es La Liga,13.0,8.589959,-4.410040855407715,-0.3392339119544396
Patrick Osterhage,Freiburg,24.0,MF,de Bundesliga,11.000000000000002,10.304809,-0.6951913833618182,-0.0631992166692562
Julian Ryerson,Dortmund,26.0,DF,de Bundesliga,21.0,9.554905,-11.44509506225586,-0.5450045267740885
Yangel Herrera,Girona,26.0,MF,es La Liga,15.999999999999998,8.622757,-7.377243041992186,-0.46107769012451166
Juan Cruz,Leganés,24.0,FW,es La Liga,2.5,6.3058515,3.805851459503174,1.5223405838012696
Zeki Çelik,Roma,27.0,DF,it Serie A,6.999999999999999,5.6237936,-1.376206398010253,-0.19660091400146473
Vitaly Janelt,Brentford,26.0,MF,eng Premier League,21.0,21.094807,0.09480667114257812,0.004514603387741815
Vinicius Júnior,Real Madrid,24.0,FW,es La Liga,171.00000000000009,116.666985,-54.33301544189462,-0.3177369324087403
Mikel Oyarzabal,Real Sociedad,27.0,FW,es La Liga,26.000000000000004,13.631639,-12.3683614730835,-0.47570621050321144
Ademola Lookman,Atalanta,26.0,MF,it Serie A,61.00000000000001,78.251625,17.25162506103515,0.28281352559074013
Mikel Jauregizar,Athletic Club,20.0,MF,es La Liga,31.0,15.585826,-15.41417407989502,-0.4972314219320974
Kike Salas,Sevilla,22.0,DF,es La Liga,9.000000000000002,10.666614,1.666613578796385,0.18517928653293161
Lorenzo Colombo,Empoli,22.0,FW,it Serie A,6.0,11.248351,5.248351097106934,0.8747251828511556
Takumi Minamino,Monaco,29.0,MF,fr Ligue 1,15.999999999999998,14.653238,-1.3467617034912092,-0.08417260646820059
Ellyes Skhiri,Eint Frankfurt,29.0,MF,de Bundesliga,8.5,5.8296633,-2.6703367233276367,-0.31415726156795726
Liberato Cacace,Empoli,23.0,MF,it Serie A,4.0,11.005972,7.005971908569336,1.751492977142334
Kiko Femenía,Villarreal,33.0,DF,es La Liga,1.9000000000000001,2.3487859,0.44878587722778307,0.23620309327778055
Andy Diouf,Lens,21.0,MF,fr Ligue 1,15.999999999999998,14.775441,-1.2245588302612287,-0.07653492689132681
Sander Berge,Fulham,26.0,MF,eng Premier League,26.000000000000004,20.223248,-5.776752471923832,-0.22218278738168581
Pape Gueye,Villarreal,25.0,MF,es La Liga,15.999999999999998,11.78471,-4.215290069580076,-0.2634556293487548
İlkay Gündoğan,Manchester City,33.0,MF,eng Premier League,6.0,7.749589,1.749588966369629,0.2915981610616048
John McGinn,Aston Villa,29.0,MF,eng Premier League,17.0,10.658636,-6.341363906860352,-0.373021406285903
Willi Orban,RB Leipzig,31.0,DF,de Bundesliga,9.000000000000002,7.2198,-1.7802000045776385,-0.19780000050862645
Andrea Cambiaso,Juventus,24.0,DF,it Serie A,36.0,17.021294,-18.97870635986328,-0.52718628777398
Kevin Akpoguma,Hoffenheim,29.0,DF,de Bundesliga,3.5,3.6075742,0.1075742244720459,0.030735492706298828
Nicolas Jackson,Chelsea,23.0,FW,eng Premier League,51.0,53.109932,2.1099319458007812,0.04137121462354473
Tim Oermann,Bochum,20.0,DF,de Bundesliga,6.0,8.056793,2.056793212890625,0.3427988688151042
Gustav Isaksen,Lazio,23.0,FW,it Serie A,21.0,20.339571,-0.6604290008544922,-0.0314490000406901
Marvin Pieringer,Heidenheim,24.0,FW,de Bundesliga,6.499999999999999,18.77059,12.270589828491211,1.8877830505371096
Jacob Greaves,Ipswich Town,23.0,DF,eng Premier League,18.999999999999996,22.033989,3.0339889526367223,0.1596836290861433
Jens Stage,Werder Bremen,27.0,MF,de Bundesliga,15.0,18.349615,3.3496150970458984,0.22330767313639324
Alberto Grassi,Empoli,29.0,MF,it Serie A,2.8,4.2034736,1.4034735679626467,0.5012405599866595
Dominic Solanke,Tottenham,26.0,FW,eng Premier League,41.00000000000001,34.564053,-6.435947418212898,-0.1569743272734853
Marcus Thuram,Inter,26.0,FW,it Serie A,76.0,52.079636,-23.920364379882812,-0.31474163657740545
Alejandro Garnacho,Manchester Utd,20.0,MF,eng Premier League,46.0,43.250366,-2.7496337890625,-0.059774647588315216
Mateo Kovačić,Manchester City,30.0,MF,eng Premier League,21.0,17.815865,-3.1841354370117188,-0.15162549700055802
Federico Gatti,Juventus,26.0,DF,it Serie A,24.999999999999996,13.32129,-11.67870998382568,-0.46714839935302727
Callum Hudson-Odoi,Nott'ham Forest,23.0,FW,eng Premier League,26.000000000000004,22.873665,-3.1263351440429723,-0.12024365938626815
Moïse Bombito,Nice,24.0,DF,fr Ligue 1,11.000000000000002,12.56887,1.5688695907592756,0.14262450825084322
Enzo Barrenechea,Valencia,23.0,MF,es La Liga,11.000000000000002,12.503959,1.5039587020874006,0.13672351837158184
Andrea Carboni,Monza,23.0,DF,it Serie A,3.8,6.9054327,3.10543270111084,0.8172191318712737
Cédric Kipré,Reims,27.0,DF,fr Ligue 1,3.2,5.33998,2.139980125427246,0.6687437891960143
Lewis Hall,Newcastle Utd,19.0,DF,eng Premier League,33.0,43.854305,10.854305267333984,0.32891834143436316
Lucas Vázquez,Real Madrid,33.0,DF,es La Liga,4.0,3.6686602,-0.33133983612060547,-0.08283495903015137
Arthur Chaves,Hoffenheim,23.0,DF,de Bundesliga,6.0,9.724715,3.724715232849121,0.6207858721415201
Bilal El Khannouss,Leicester City,20.0,MF,eng Premier League,29.000000000000004,32.653137,3.6531372070312464,0.12597024851831884
Bradley Barcola,Paris S-G,21.0,FW,fr Ligue 1,71.0,63.887276,-7.112724304199219,-0.10017921555210167
Brennan Johnson,Tottenham,23.0,FW,eng Premier League,41.00000000000001,40.098454,-0.9015464782714915,-0.021988938494426617
Boulaye Dia,Lazio,27.0,MF,it Serie A,15.999999999999998,13.683347,-2.3166532516479474,-0.14479082822799674
Natan,Betis,23.0,DF,es La Liga,10.000000000000002,11.131435,1.1314353942871076,0.11314353942871073
Robin Hack,Gladbach,25.0,FW,de Bundesliga,13.0,19.729094,6.729093551635742,0.5176225808950571
Fran Garcia,Real Madrid,24.0,DF,es La Liga,18.999999999999996,13.078726,-5.9212741851806605,-0.3116460097463506
Boubakary Soumaré,Leicester City,25.0,MF,eng Premier League,15.0,20.69507,5.695070266723633,0.37967135111490885
Hugo Duro,Valencia,24.0,FW,es La Liga,15.0,13.076108,-1.9238920211791992,-0.12825946807861327
Kelvin Amian,Nantes,26.0,DF,fr Ligue 1,3.5,4.4346933,0.9346933364868164,0.26705523899623324
Gabriel Suazo,Toulouse,26.0,DF,fr Ligue 1,4.999999999999999,6.073251,1.0732507705688485,0.21465015411376975
Dani Rodríguez,Mallorca,36.0,MF,es La Liga,1.8,2.6810088,0.8810088157653808,0.48944934209187824
Marco Friedl,Werder Bremen,26.0,DF,de Bundesliga,13.0,8.636876,-4.363123893737793,-0.33562491490290713
Isaac Romero,Sevilla,24.0,FW,es La Liga,6.999999999999999,10.823027,3.823026657104493,0.5461466653006419
Matteo Gabbia,Milan,24.0,DF,it Serie A,15.0,16.484175,1.4841747283935547,0.09894498189290364
Flynn Downes,Southampton,25.0,MF,eng Premier League,13.999999999999996,21.555387,7.555387496948246,0.5396705354963034
Robin Le Normand,Atlético Madrid,27.0,DF,es La Liga,41.00000000000001,15.550524,-25.449476242065437,-0.6207189327333033
Antoine Makoumbou,Cagliari,26.0,MF,it Serie A,4.5,6.6819725,2.1819725036621094,0.48488277859157985
Xavi Simons,RB Leipzig,21.0,MF,de Bundesliga,71.0,63.862602,-7.137397766113281,-0.10052672910018706
Denis Zakaria,Monaco,27.0,MF,fr Ligue 1,31.0,14.121451,-16.878548622131348,-0.5444693103913338
Marius Wolf,Augsburg,29.0,DF,de Bundesliga,4.0,5.0329075,1.032907485961914,0.2582268714904785
Johnny Cardoso,Betis,22.0,MF,es La Liga,26.000000000000004,13.533094,-12.466905593872074,-0.4794963689950797
Dan Ndoye,Bologna,23.0,FW,it Serie A,36.0,27.323265,-8.676734924316406,-0.24102041456434461
Modibo Sagnan,Montpellier,25.0,DF,fr Ligue 1,4.0,4.790833,0.7908329963684082,0.19770824909210205
Federico Dimarco,Inter,26.0,DF,it Serie A,51.0,17.81456,-33.18544006347656,-0.6506949032054228
Pathé Ciss,Rayo Vallecano,30.0,MF,es La Liga,3.0000000000000004,4.157398,1.1573982238769527,0.38579940795898415
David Nemeth,St. Pauli,23.0,DF,de Bundesliga,4.999999999999999,7.8510633,2.851063251495362,0.5702126502990725
Nico Elvedi,Gladbach,27.0,DF,de Bundesliga,9.000000000000002,9.315171,0.31517124176025213,0.03501902686225023
Koni De Winter,Genoa,22.0,DF,it Serie A,23.0,14.63315,-8.366849899291992,-0.3637760825779127
Willian Pacho,Paris S-G,22.0,DF,fr Ligue 1,65.99999999999997,33.21798,-32.78202056884763,-0.4966972813461764
Ilaix Moriba,Celta Vigo,21.0,MF,es La Liga,6.999999999999999,10.579134,3.5791339874267587,0.5113048553466799
Dennis Appiah,Saint-Étienne,32.0,DF,fr Ligue 1,1.8,1.9496192,0.14961917400360103,0.0831217633353339
Ki-Jana Hoever,Auxerre,22.0,DF,fr Ligue 1,6.0,7.2778006,1.2778005599975586,0.2129667599995931
Matthijs de Ligt,Manchester Utd,24.0,DF,eng Premier League,38.99999999999999,19.760246,-19.239753723144524,-0.4933270185421674
Ryan Christie,Bournemouth,29.0,MF,eng Premier League,11.000000000000002,10.696644,-0.30335617065429865,-0.02757783369584533
Nikola Vlašić,Torino,26.0,MF,it Serie A,9.000000000000002,9.739646,0.7396459579467756,0.08218288421630839
Danny Welbeck,Brighton,33.0,FW,eng Premier League,6.0,5.037398,-0.9626021385192871,-0.1604336897532145
Lucien Agoume,Sevilla,22.0,MF,es La Liga,9.000000000000002,11.71209,2.712089538574217,0.30134328206380184
Jonathan Gradit,Lens,31.0,DF,fr Ligue 1,4.999999999999999,3.3610241,-1.6389758586883536,-0.32779517173767075
Matija Nastasić,Leganés,31.0,DF,es La Liga,2.5,2.3340461,-0.1659538745880127,-0.06638154983520508
Pietro Comuzzo,Fiorentina,19.0,DF,it Serie A,26.000000000000004,19.54788,-6.452119827270511,-0.24815845489501964
Matt Doherty,Wolves,32.0,DF,eng Premier League,3.0000000000000004,4.9292197,1.9292197227478023,0.643073240915934
Jonathan Burkardt,Mainz 05,24.0,FW,de Bundesliga,36.0,32.110153,-3.8898468017578125,-0.10805130004882812
Alexis Claude-Maurice,Augsburg,26.0,MF,de Bundesliga,13.0,11.946492,-1.0535078048706055,-0.0810390619131235
Will Hughes,Crystal Palace,29.0,MF,eng Premier League,7.999999999999998,9.843495,1.8434953689575213,0.23043692111969022
Sebastian Nanasi,Strasbourg,22.0,MF,fr Ligue 1,18.999999999999996,20.360157,1.3601570129394567,0.07158721120733984
Niklas Stark,Werder Bremen,29.0,DF,de Bundesliga,4.999999999999999,4.7525477,-0.24745225906371981,-0.049490451812743974
Rodrigo De Paul,Atlético Madrid,30.0,MF,es La Liga,26.000000000000004,18.520365,-7.4796352386474645,-0.2876782784095178
Emre Can,Dortmund,30.0,DF,de Bundesliga,7.999999999999998,8.717027,0.7170267105102557,0.08962833881378197
Dany Mota,Monza,26.0,FW,it Serie A,6.0,9.413794,3.4137935638427734,0.5689655939737955
Djibril Sidibé,Toulouse,32.0,DF,fr Ligue 1,2.0,2.1156592,0.11565923690795898,0.05782961845397949
Jon Moncayola,Osasuna,26.0,MF,es La Liga,7.999999999999998,5.9589005,-2.041099548339842,-0.2551374435424803
Marc Bartra,Betis,33.0,DF,es La Liga,2.0,2.2524998,0.2524998188018799,0.12624990940093994
Yassine Kechta,Le Havre,22.0,MF,fr Ligue 1,6.0,6.340274,0.3402738571166992,0.05671230951944987
Wilfried Singo,Monaco,23.0,DF,fr Ligue 1,26.000000000000004,14.756772,-11.243227958679203,-0.43243184456458467
Nicolas Seiwald,RB Leipzig,23.0,MF,de Bundesliga,18.999999999999996,12.802545,-6.197455406188961,-0.3261818634836296
Lewis Dunk,Brighton,32.0,DF,eng Premier League,6.999999999999999,8.053146,1.0531463623046884,0.15044948032924121
Jon Guridi,Alavés,29.0,MF,es La Liga,4.0,5.0214853,1.0214853286743164,0.2553713321685791
Tomáš Suslov,Hellas Verona,22.0,MF,it Serie A,6.999999999999999,7.705369,0.7053689956665048,0.10076699938092927
Azor Matusiwa,Rennes,26.0,MF,fr Ligue 1,9.000000000000002,6.446114,-2.5538859367370623,-0.28376510408189576
Jack Harrison,Everton,27.0,FW,eng Premier League,15.0,13.900113,-1.0998868942260742,-0.07332579294840495
Matty Cash,Aston Villa,26.0,DF,eng Premier League,26.000000000000004,18.550297,-7.449703216552738,-0.2865270467904899
Charles De Ketelaere,Atalanta,23.0,MF,it Serie A,36.0,38.717575,2.7175750732421875,0.07548819647894965
Davide Zappacosta,Atalanta,32.0,DF,it Serie A,6.0,4.309373,-1.690627098083496,-0.281771183013916
Achraf Hakimi,Paris S-G,25.0,DF,fr Ligue 1,81.00000000000003,43.204144,-37.79585647583011,-0.4666155120472851
Vanderson,Monaco,23.0,DF,fr Ligue 1,21.0,13.492144,-7.507856369018555,-0.3575169699532645
Djibril Sow,Sevilla,27.0,MF,es La Liga,8.5,7.7315426,-0.7684574127197266,-0.0904067544376149
Vedat Muriqi,Mallorca,30.0,FW,es La Liga,6.0,5.132084,-0.8679161071777344,-0.1446526845296224
Stefano Sabelli,Genoa,31.0,DF,it Serie A,2.4,2.8263695,0.4263695240020753,0.17765396833419805
Lamine Camara,Monaco,20.0,MF,fr Ligue 1,23.0,19.34558,-3.654420852661133,-0.1588878631591797
Botond Balogh,Parma,22.0,DF,it Serie A,3.4,7.317691,3.9176908493041993,1.1522620145012352
Nicolas Cozza,Nantes,25.0,DF,fr Ligue 1,4.5,4.4393377,-0.060662269592285156,-0.013480504353841146
Alexandre Lacazette,Lyon,33.0,FW,fr Ligue 1,6.999999999999999,6.307091,-0.6929087638854972,-0.09898696626935675
Warren Zaïre-Emery,Paris S-G,18.0,MF,fr Ligue 1,56.00000000000002,17.167753,-38.83224678039553,-0.6934329782213484
Johann Lepenant,Nantes,21.0,MF,fr Ligue 1,6.999999999999999,7.8480234,0.8480234146118173,0.12114620208740248
Carlens Arcus,Angers,28.0,DF,fr Ligue 1,2.8,3.2337391,0.4337391376495363,0.1549068348748344
Patrick Cutrone,Como,26.0,FW,it Serie A,6.999999999999999,13.325268,6.325267791748048,0.9036096845354356
Konstantinos Mavropanos,West Ham,26.0,DF,eng Premier League,17.999999999999996,20.806425,2.8064250946044957,0.15591250525580536
Bryan Cristante,Roma,29.0,MF,it Serie A,7.999999999999998,6.123304,-1.8766961097717267,-0.2345870137214659
Yuri Berchiche,Athletic Club,34.0,DF,es La Liga,2.4,2.5826752,0.1826752185821534,0.07611467440923059
Emile Smith Rowe,Fulham,24.0,MF,eng Premier League,31.0,42.07181,11.07181167602539,0.35715521535565775
Vitinha,Paris S-G,24.0,MF,fr Ligue 1,81.00000000000003,48.05464,-32.945358276367216,-0.4067328182267556
Rayan Cherki,Lyon,20.0,FW,fr Ligue 1,46.0,51.8857,5.885700225830078,0.12795000490934952
Iván Martín,Girona,25.0,MF,es La Liga,6.999999999999999,14.452263,7.45226287841797,1.0646089826311387
Sandro Ramírez,Las Palmas,29.0,FW,es La Liga,2.5,4.5653915,2.0653915405273438,0.8261566162109375
Noni Madueke,Chelsea,22.0,FW,eng Premier League,41.00000000000001,39.663612,-1.3363876342773509,-0.03259482034822806
Daniele Ghilardi,Hellas Verona,21.0,DF,it Serie A,6.0,7.3182645,1.3182644844055176,0.2197107474009196
Javi Sánchez,Valladolid,27.0,DF,es La Liga,2.5,5.404323,2.904323101043701,1.1617292404174804
Ramy Bensebaini,Dortmund,29.0,DF,de Bundesliga,7.999999999999998,4.5098853,-3.4901146888732892,-0.43626433610916127
Tete Morente,Lecce,27.0,FW,it Serie A,3.0000000000000004,5.363675,2.3636751174926753,0.7878917058308916
Pau Torres,Aston Villa,27.0,DF,eng Premier League,33.0,24.155632,-8.844367980957031,-0.26801115093809186
Geoffrey Kondogbia,Marseille,31.0,DF,fr Ligue 1,7.999999999999998,3.2358894,-4.764110565185545,-0.5955138206481932
Nicolas Pallois,Nantes,36.0,DF,fr Ligue 1,1.4000000000000001,1.4388075,0.038807487487792836,0.02771963391985202
Abdul Mumin,Rayo Vallecano,26.0,DF,es La Liga,6.0,6.344589,0.3445892333984375,0.057431538899739586
Dylan Batubinsika,Saint-Étienne,28.0,DF,fr Ligue 1,2.2,7.803494,5.603493976593017,2.5470427166331895
Manuel Akanji,Manchester City,29.0,DF,eng Premier League,29.000000000000004,16.787413,-12.212587356567386,-0.4211237019505995
Joe Aribo,Southampton,28.0,MF,eng Premier League,6.999999999999999,22.368492,15.368492126464844,2.1954988752092635
Andreas Pereira,Fulham,28.0,MF,eng Premier League,18.999999999999996,12.550201,-6.4497985839843714,-0.33946308336759856
Lucas Beraldo,Paris S-G,20.0,DF,fr Ligue 1,26.000000000000004,31.700169,5.700168609619137,0.21923725421612061
Nemanja Matić,Lyon,35.0,MF,fr Ligue 1,3.0000000000000004,2.9737248,-0.02627515792846724,-0.008758385976155745
Danny da Costa,Mainz 05,31.0,DF,de Bundesliga,2.5,3.0231702,0.5231702327728271,0.20926809310913086
Dango Ouattara,Bournemouth,22.0,FW,eng Premier League,29.000000000000004,37.325966,8.325965881347653,0.28710227177060865
Rasmus Højlund,Manchester Utd,21.0,FW,eng Premier League,36.0,28.282309,-7.717691421508789,-0.21438031726413304
Romain Perraud,Betis,26.0,DF,es La Liga,6.0,7.9342484,1.934248447418213,0.32237474123636883
Hassane Kamara,Udinese,30.0,DF,it Serie A,4.5,4.1820908,-0.31790924072265625,-0.07064649793836805
José María Giménez,Atlético Madrid,29.0,DF,es La Liga,21.0,5.4738092,-15.526190757751465,-0.7393424170357841
Josué Casimir,Le Havre,22.0,FW,fr Ligue 1,4.999999999999999,9.682979,4.682978630065919,0.936595726013184
Nico Williams,Athletic Club,22.0,FW,es La Liga,71.0,36.541862,-34.45813751220703,-0.4853258804536202
Dennis Man,Parma,25.0,FW,it Serie A,11.000000000000002,20.897728,9.897727966308592,0.8997934514825991
Teun Koopmeiners,Juventus,26.0,MF,it Serie A,36.0,17.350359,-18.649641036987305,-0.5180455843607584
Omar Mascarell,Mallorca,31.0,MF,es La Liga,1.9000000000000001,2.5751612,0.6751612186431883,0.3553480098122044
Ainsley Maitland-Niles,Lyon,26.0,DF,fr Ligue 1,13.0,7.299911,-5.700088977813721,-0.43846838290874773
Abde Ezzalzouli,Betis,22.0,FW,es La Liga,13.0,13.340202,0.34020233154296875,0.026169410118689902
Nico Schlotterbeck,Dortmund,24.0,DF,de Bundesliga,41.00000000000001,31.986696,-9.013303756713874,-0.21983667699302128
Chris Führich,Stuttgart,26.0,MF,de Bundesliga,15.999999999999998,13.186327,-2.813673019409178,-0.17585456371307365
Sergi Altimira,Betis,22.0,MF,es La Liga,15.999999999999998,11.833351,-4.166648864746092,-0.2604155540466308
Clément Lenglet,Atlético Madrid,29.0,DF,es La Liga,8.5,6.116387,-2.383613109588623,-0.2804250717163086
Ayoze Pérez,Villarreal,31.0,FW,es La Liga,11.000000000000002,8.907751,-2.0922489166259783,-0.190204446965998
Finn Porath,Holstein Kiel,27.0,DF,de Bundesliga,1.6,4.437832,2.8378318786621093,1.7736449241638181
Aurélio Buta,Reims,27.0,DF,fr Ligue 1,6.0,5.13458,-0.865419864654541,-0.14423664410909018
Mario Pašalić,Atalanta,29.0,MF,it Serie A,11.000000000000002,14.091597,3.091596603393553,0.28105423667214113
Jonas Wind,Wolfsburg,25.0,FW,de Bundesliga,13.0,15.474753,2.4747533798217773,0.19036564460167518
Yasin Ayari,Brighton,20.0,MF,eng Premier League,23.0,27.126125,4.126125335693359,0.17939675372579825
Tyler Adams,Bournemouth,25.0,MF,eng Premier League,18.999999999999996,22.256475,3.256475448608402,0.17139344466360013
Dante,Nice,40.0,DF,fr Ligue 1,1.5,2.3638315,0.8638315200805664,0.5758876800537109
Nicolás Domínguez,Nott'ham Forest,26.0,MF,eng Premier League,18.999999999999996,16.853382,-2.1466178894042933,-0.11297988891601546
Jean-Eudes Aholou,Angers,30.0,MF,fr Ligue 1,1.8,2.275654,0.4756540775299072,0.2642522652943929
Jens Cajuste,Ipswich Town,24.0,MF,eng Premier League,13.0,22.197172,9.197172164916992,0.7074747819166917
Florian Thauvin,Udinese,31.0,FW,it Serie A,6.0,7.3721566,1.3721566200256348,0.22869277000427246
Shuto Machino,Holstein Kiel,24.0,FW,de Bundesliga,6.0,16.884583,10.88458251953125,1.8140970865885417
Jens Odgaard,Bologna,25.0,MF,it Serie A,13.0,12.991707,-0.00829315185546875,-0.0006379347581129808
Borja Iglesias,Celta Vigo,31.0,FW,es La Liga,4.0,3.979469,-0.02053093910217285,-0.005132734775543213
Waldemar Anton,Dortmund,28.0,DF,de Bundesliga,18.999999999999996,12.111243,-6.888756752014157,-0.36256614484285044
João Pedro,Brighton,22.0,FW,eng Premier League,51.0,51.93537,0.9353713989257812,0.018340615665211397
Nathaniel Brown,Eint Frankfurt,21.0,DF,de Bundesliga,23.0,16.40471,-6.59528923034668,-0.28675170566724695
Ander Guevara,Alavés,27.0,MF,es La Liga,4.5,4.8040032,0.3040032386779785,0.067556275261773
Sinaly Diomande,Auxerre,23.0,DF,fr Ligue 1,6.0,8.045203,2.04520320892334,0.3408672014872233
Pol Lozano,Espanyol,24.0,MF,es La Liga,6.0,6.994211,0.9942111968994141,0.16570186614990234
Marcus Tavernier,Bournemouth,25.0,FW,eng Premier League,18.999999999999996,28.07981,9.079809188842777,0.4778846941496199
Dario Essugo,Las Palmas,19.0,MF,es La Liga,21.0,15.431209,-5.568791389465332,-0.265180542355492
Melvin Bard,Nice,23.0,DF,fr Ligue 1,15.999999999999998,10.408368,-5.59163188934326,-0.3494769930839538
Santiago Pierotti,Lecce,23.0,FW,it Serie A,4.999999999999999,5.778437,0.7784371376037607,0.15568742752075215
Javi López,Real Sociedad,22.0,DF,es La Liga,8.5,9.274198,0.7741975784301758,0.09108206805060892
Cody Gakpo,Liverpool,25.0,FW,eng Premier League,71.0,32.106647,-38.89335250854492,-0.5477936973034496
Domagoj Bradarić,Hellas Verona,24.0,DF,it Serie A,4.999999999999999,6.506858,1.5068578720092782,0.3013715744018557
Youssouf Ndayishimiye,Nice,25.0,DF,fr Ligue 1,13.0,12.194053,-0.8059473037719727,-0.0619959464439979
Rodrygo,Real Madrid,23.0,FW,es La Liga,90.99999999999997,42.39471,-48.60528945922849,-0.534124059991522
Thomas Meunier,Lille,32.0,DF,fr Ligue 1,3.0000000000000004,2.642612,-0.357388019561768,-0.11912933985392266
Giuliano Simeone,Atlético Madrid,21.0,MF,es La Liga,36.0,16.599396,-19.400604248046875,-0.5389056735568576
Koke,Atlético Madrid,32.0,MF,es La Liga,9.000000000000002,3.3815734,-5.618426561355593,-0.6242696179283991
Destiny Udogie,Tottenham,21.0,DF,eng Premier League,41.00000000000001,24.869331,-16.130668640136726,-0.3934309424423591
Alessandro Buongiorno,Napoli,25.0,DF,it Serie A,51.0,13.579545,-37.42045497894287,-0.733734411351821
Chris Richards,Crystal Palace,24.0,DF,eng Premier League,15.0,16.972607,1.9726066589355469,0.13150711059570314
Adam Masina,Torino,30.0,DF,it Serie A,2.5,4.3426924,1.8426923751831055,0.7370769500732421
Ryan Yates,Nott'ham Forest,26.0,MF,eng Premier League,13.0,17.168941,4.168941497802734,0.32068780752328724
Ethan Pinnock,Brentford,31.0,DF,eng Premier League,7.999999999999998,8.5939865,0.5939865112304705,0.07424831390380883
Pape Matar Sarr,Tottenham,21.0,MF,eng Premier League,33.0,38.050297,5.050296783447266,0.15303929646809897
Amin Sarr,Hellas Verona,23.0,FW,it Serie A,6.0,9.141398,3.1413984298706055,0.5235664049784342
Lukas Ullrich,Gladbach,20.0,DF,de Bundesliga,9.000000000000002,9.693097,0.6930971145629865,0.07701079050699848
Sead Kolašinac,Atalanta,31.0,DF,it Serie A,7.999999999999998,4.119747,-3.880252838134764,-0.4850316047668456
Nicolás Tagliafico,Lyon,31.0,DF,fr Ligue 1,6.999999999999999,4.7574263,-2.2425737380981436,-0.3203676768711634
Alassane Pléa,Gladbach,31.0,MF,de Bundesliga,6.0,7.431904,1.4319038391113281,0.23865063985188803
Issa Soumaré,Le Havre,23.0,FW,fr Ligue 1,3.0000000000000004,7.5903387,4.590338706970215,1.5301129023234048
Zakaria Aboukhlal,Toulouse,24.0,MF,fr Ligue 1,13.0,14.789529,1.7895288467407227,0.13765606513390174
Amad Diallo,Manchester Utd,22.0,MF,eng Premier League,46.0,47.52628,1.5262794494628906,0.03317998803180197
Enzo Tchato,Montpellier,21.0,DF,fr Ligue 1,3.5,7.967719,4.467719078063965,1.2764911651611328
Morten Thorsby,Genoa,28.0,MF,it Serie A,4.0,4.6356716,0.6356716156005859,0.15891790390014648
Anthony Jung,Werder Bremen,32.0,DF,de Bundesliga,2.0,2.3643394,0.36433935165405273,0.18216967582702637
Armin Gigovic,Holstein Kiel,22.0,MF,de Bundesliga,3.0000000000000004,8.820773,5.820773124694824,1.9402577082316077
Farid El Melali,Angers,27.0,FW,fr Ligue 1,1.8,3.3240354,1.5240354061126709,0.8466863367292615
Rico Lewis,Manchester City,19.0,DF,eng Premier League,41.00000000000001,46.83138,5.831378936767571,0.1422287545553066
Joris Chotard,Montpellier,22.0,MF,fr Ligue 1,6.999999999999999,6.1258926,-0.8741073608398429,-0.12487248011997756
Jurgen Ekkelenkamp,Udinese,24.0,MF,it Serie A,7.999999999999998,9.458942,1.45894241333008,0.18236780166626002
Lucas Stassin,Saint-Étienne,19.0,FW,fr Ligue 1,18.999999999999996,21.794926,2.794925689697269,0.14710135208932998
Tiago Tomás,Wolfsburg,22.0,FW,de Bundesliga,13.0,10.297514,-2.702486038208008,-0.207883541400616
Hakan Çalhanoğlu,Inter,30.0,MF,it Serie A,31.0,10.733024,-20.266976356506348,-0.6537734308550435
Dani Raba,Leganés,28.0,FW,es La Liga,3.5,4.8273544,1.3273544311523438,0.37924412318638395
Riccardo Orsolini,Bologna,27.0,FW,it Serie A,26.000000000000004,30.971384,4.9713840484619105,0.19120707878699653
Kai Havertz,Arsenal,25.0,FW,eng Premier League,65.99999999999997,42.020287,-23.979713439941378,-0.36332899151426346
Ashley Young,Everton,39.0,DF,eng Premier League,1.5,1.7507889,0.25078892707824707,0.1671926180521647
Tyler Dibling,Southampton,18.0,FW,eng Premier League,26.000000000000004,31.874409,5.874408721923825,0.22593879699707015
Adam Hložek,Hoffenheim,22.0,FW,de Bundesliga,18.999999999999996,23.152475,4.152475357055668,0.21855133458187728
Lucas Höler,Freiburg,30.0,FW,de Bundesliga,4.0,4.06907,0.06906986236572266,0.017267465591430664
Fábio Silva,Las Palmas,22.0,FW,es La Liga,21.0,18.432726,-2.5672740936279297,-0.1222511473156157
Moussa Diarra,Alavés,23.0,DF,es La Liga,2.8,3.7645233,0.9645232677459719,0.3444725956235614
Denzel Dumfries,Inter,28.0,DF,it Serie A,36.0,8.851041,-27.148959159851074,-0.7541377544403076
