Player,Squad,Age,Pos_clean,Comp,valor_real,valor_predicho,diferencia,diferencia_pct
Arthur Vermeeren,RB Leipzig,19.0,MF,de Bundesliga,23.0,17.947657,-5.052343368530273,-0.21966710297957712
Hugo Álvarez,Celta Vigo,21.0,MF,es La Liga,8.5,19.56967,11.069669723510742,1.3023140851189108
Jake O'Brien,Everton,23.0,DF,eng Premier League,18.999999999999996,20.766413,1.7664127349853551,0.09296909131501871
Yunus Musah,Milan,21.0,MF,it Serie A,21.0,11.575391,-9.424609184265137,-0.4487909135364351
Mathias Pereira Lage,Brest,27.0,FW,fr Ligue 1,3.5,3.424978,-0.07502198219299316,-0.021434852055140903
Alexander Prass,Hoffenheim,23.0,DF,de Bundesliga,6.0,8.558651,2.5586509704589844,0.42644182840983075
Eric García,Barcelona,23.0,DF,es La Liga,18.999999999999996,15.818795,-3.181204795837399,-0.16743183135986311
Alexander Sørloth,Atlético Madrid,28.0,FW,es La Liga,26.000000000000004,26.062489,0.06248855590819957,0.002403405996469214
Daichi Kamada,Crystal Palace,27.0,MF,eng Premier League,13.0,15.807238,2.8072376251220703,0.21594135577862078
Óscar de Marcos,Athletic Club,35.0,DF,es La Liga,2.5,2.444161,-0.05583906173706055,-0.022335624694824217
Valentin Rongier,Marseille,29.0,MF,fr Ligue 1,10.000000000000002,6.071145,-3.928854942321779,-0.39288549423217783
Alphonso Davies,Bayern Munich,23.0,DF,de Bundesliga,51.0,14.519741,-36.48025894165039,-0.7152991949343214
Antonio Nusa,RB Leipzig,19.0,MF,de Bundesliga,29.000000000000004,18.668657,-10.331342697143558,-0.3562531964532261
Lutsharel Geertruida,RB Leipzig,24.0,DF,de Bundesliga,21.0,9.353064,-11.646936416625977,-0.5546160198393322
Yukinari Sugawara,Southampton,24.0,DF,eng Premier League,12.0,19.934467,7.934467315673828,0.6612056096394857
Lautaro Valenti,Parma,25.0,DF,it Serie A,2.5,5.8533745,3.353374481201172,1.3413497924804687
Saúl Ñíguez,Sevilla,29.0,MF,es La Liga,4.0,3.9223921,-0.07760787010192871,-0.019401967525482178
Jordan Veretout,Lyon,31.0,MF,fr Ligue 1,4.999999999999999,4.4433994,-0.55660057067871,-0.11132011413574203
Samuel Lino,Atlético Madrid,24.0,MF,es La Liga,23.0,19.698917,-3.3010826110839844,-0.14352533091669498
Kevin Stöger,Gladbach,30.0,MF,de Bundesliga,4.5,6.8419356,2.341935634613037,0.5204301410251193
Isco,Betis,32.0,MF,es La Liga,6.999999999999999,6.5296326,-0.4703674316406241,-0.06719534737723203
Junior Adamu,Freiburg,23.0,FW,de Bundesliga,6.0,5.9377666,-0.06223344802856445,-0.010372241338094076
Mario Götze,Eint Frankfurt,32.0,MF,de Bundesliga,4.999999999999999,4.6544843,-0.3455157279968253,-0.06910314559936506
David Zec,Holstein Kiel,24.0,DF,de Bundesliga,3.5,6.11407,2.614069938659668,0.7468771253313337
Cameron Burgess,Ipswich Town,28.0,DF,eng Premier League,1.5,14.717549,13.217549324035645,8.811699549357096
Karol Linetty,Torino,29.0,MF,it Serie A,2.8,3.7069192,0.9069191932678224,0.3238997118813652
Harry Winks,Leicester City,28.0,MF,eng Premier League,10.000000000000002,12.170278,2.1702775955200178,0.21702775955200174
Patrizio Masini,Genoa,23.0,MF,it Serie A,6.999999999999999,6.279421,-0.7205791473388663,-0.10293987819126663
Beto,Everton,26.0,FW,eng Premier League,23.0,24.29753,1.2975292205810547,0.056414313938306725
András Schäfer,Union Berlin,25.0,MF,de Bundesliga,6.0,5.6980333,-0.30196666717529297,-0.05032777786254883
Brais Méndez,Real Sociedad,27.0,MF,es La Liga,23.0,8.917224,-14.082776069641113,-0.6122946117235266
Fali Candé,Venezia,26.0,DF,it Serie A,3.5,5.8414617,2.341461658477783,0.6689890452793666
Pierre Lees-Melou,Brest,31.0,MF,fr Ligue 1,6.999999999999999,4.4397635,-2.560236454010009,-0.36574806485857275
Facundo Buonanotte,Leicester City,19.0,FW,eng Premier League,21.0,46.119423,25.119422912597656,1.1961629958379836
Yassin Belkhdim,Angers,22.0,MF,fr Ligue 1,2.0,3.3506937,1.350693702697754,0.675346851348877
Alessio Zerbin,Venezia,25.0,DF,it Serie A,4.999999999999999,5.441977,0.44197702407837003,0.08839540481567403
Yannick Gerhardt,Wolfsburg,30.0,MF,de Bundesliga,3.5,3.9834485,0.48344850540161133,0.13812814440046037
Juan Foyth,Villarreal,26.0,DF,es La Liga,15.999999999999998,6.505491,-9.49450922012329,-0.5934068262577057
Casper Tengstedt,Hellas Verona,24.0,FW,it Serie A,6.999999999999999,7.1411347,0.14113473892212003,0.020162105560302863
Leonardo Spinazzola,Napoli,31.0,DF,it Serie A,4.5,3.6324043,-0.8675956726074219,-0.19279903835720485
Frank Magri,Toulouse,24.0,FW,fr Ligue 1,4.0,7.4501147,3.4501147270202637,0.8625286817550659
Jeremy Doku,Manchester City,22.0,FW,eng Premier League,51.0,37.368557,-13.63144302368164,-0.26728319654277727
Nathan Zeze,Nantes,19.0,DF,fr Ligue 1,15.999999999999998,11.68385,-4.316149711608885,-0.26975935697555536
Youssef Maleh,Empoli,25.0,MF,it Serie A,4.2,5.3152285,1.115228462219238,0.2655305862426757
Abdoulaye Bamba,Angers,34.0,DF,fr Ligue 1,1.3,1.7234821,0.42348213195800777,0.3257554861215444
Felix Nmecha,Dortmund,23.0,MF,de Bundesliga,29.000000000000004,11.388855,-17.611145019531254,-0.607280862742457
Mattia Bani,Genoa,30.0,DF,it Serie A,3.5,3.6091511,0.10915112495422363,0.031186035701206753
Christian Mawissa,Monaco,19.0,DF,fr Ligue 1,15.999999999999998,12.434984,-3.565015792846678,-0.2228134870529174
Nicolas Pépé,Villarreal,29.0,FW,es La Liga,6.999999999999999,7.512777,0.5127768516540536,0.0732538359505791
Amos Pieper,Werder Bremen,26.0,DF,de Bundesliga,4.5,5.609514,1.1095142364501953,0.24655871921115452
Roberto Férnandez,Espanyol,22.0,FW,es La Liga,4.5,6.8671637,2.36716365814209,0.52603636847602
Casemiro,Manchester Utd,32.0,MF,eng Premier League,11.000000000000002,6.339415,-4.660584926605226,-0.42368953878229326
Nnamdi Collins,Eint Frankfurt,20.0,DF,de Bundesliga,11.000000000000002,8.668499,-2.33150100708008,-0.21195463700727996
Tanguy Coulibaly,Montpellier,23.0,FW,fr Ligue 1,2.5,4.8458433,2.3458433151245117,0.9383373260498047
Andoni Gorosabel,Athletic Club,27.0,DF,es La Liga,6.0,5.7725596,-0.22744035720825195,-0.03790672620137533
Iñigo Ruiz de Galarreta,Athletic Club,30.0,MF,es La Liga,4.0,3.731337,-0.2686629295349121,-0.06716573238372803
Milan Badelj,Genoa,35.0,MF,it Serie A,1.8,2.2206335,0.4206335067749023,0.2336852815416124
Albert Sambi Lokonga,Sevilla,24.0,MF,es La Liga,9.000000000000002,9.383948,0.38394832611083807,0.042660925123426445
Samuele Birindelli,Monza,25.0,DF,it Serie A,3.8,7.886056,4.086055946350098,1.0752778806184469
Eric Dier,Bayern Munich,30.0,DF,de Bundesliga,9.000000000000002,6.8325114,-2.1674885749816912,-0.24083206388685455
Ryan Manning,Southampton,28.0,DF,eng Premier League,4.0,10.2105255,6.2105255126953125,1.5526313781738281
Kévin Danois,Auxerre,20.0,MF,fr Ligue 1,9.000000000000002,7.1954913,-1.8045086860656756,-0.20050096511840837
M'Bala Nzola,Lens,27.0,FW,fr Ligue 1,6.999999999999999,7.605932,0.6059322357177743,0.08656174795968206
Darko Lazović,Hellas Verona,33.0,DF,it Serie A,2.5,2.7175362,0.21753621101379395,0.08701448440551758
Aritz Elustondo,Real Sociedad,30.0,DF,es La Liga,4.0,3.582156,-0.4178440570831299,-0.10446101427078247
Giovani Lo Celso,Betis,28.0,MF,es La Liga,15.999999999999998,12.644462,-3.355538368225096,-0.20972114801406852
Christopher Wooh,Rennes,22.0,DF,fr Ligue 1,6.999999999999999,5.963916,-1.0360841751098624,-0.14801202501569466
Aleix García,Leverkusen,27.0,MF,de Bundesliga,21.0,17.031582,-3.9684181213378906,-0.1889722914922805
André Ayew,Le Havre,34.0,FW,fr Ligue 1,1.6,2.573557,0.973556900024414,0.6084730625152587
Adrian Bernabe,Parma,23.0,MF,it Serie A,15.999999999999998,11.782841,-4.217159271240233,-0.2635724544525146
Aleksandar Pavlovic,Bayern Munich,20.0,MF,de Bundesliga,56.00000000000002,25.65702,-30.342979431152365,-0.5418389184134349
Georges Mikautadze,Lyon,23.0,FW,fr Ligue 1,23.0,24.983215,1.98321533203125,0.08622675356657608
Omar Marmoush,Eint Frankfurt,25.0,FW,de Bundesliga,76.0,58.59636,-17.403640747070312,-0.22899527298776726
Cameron Archer,Southampton,23.0,FW,eng Premier League,13.0,16.247679,3.247678756713867,0.24982144282414362
Franck Honorat,Gladbach,27.0,FW,de Bundesliga,13.0,11.828164,-1.1718358993530273,-0.09014122302715595
Kristoffer Ajer,Brentford,26.0,DF,eng Premier League,18.999999999999996,13.963806,-5.0361938476562464,-0.2650628340871709
Stefan Bell,Mainz 05,32.0,DF,de Bundesliga,1.8,2.2307637,0.4307636737823486,0.23931315210130477
Karim Adeyemi,Dortmund,22.0,FW,de Bundesliga,46.0,28.893425,-17.10657501220703,-0.37188206548276154
Alessandro Deiola,Cagliari,28.0,MF,it Serie A,2.6,4.1057043,1.5057043075561523,0.5791170413677509
Andrea Colpani,Fiorentina,25.0,FW,it Serie A,10.5,5.8437963,-4.656203746795654,-0.4434479758853004
Carles Pérez,Getafe,26.0,MF,es La Liga,3.0000000000000004,5.7636733,2.763673305511474,0.9212244351704912
Gvidas Gineitis,Torino,20.0,MF,it Serie A,6.999999999999999,9.369446,2.369445800781251,0.33849225725446447
Matteo Cancellieri,Parma,22.0,FW,it Serie A,5.5,5.64577,0.14577007293701172,0.02650364962491122
Donny van de Beek,Girona,27.0,MF,es La Liga,6.0,4.940098,-1.0599021911621094,-0.1766503651936849
Derek Cornelius,Marseille,26.0,DF,fr Ligue 1,6.0,9.348882,3.348881721496582,0.5581469535827637
Paulo Dybala,Roma,30.0,FW,it Serie A,9.000000000000002,7.590348,-1.409652233123781,-0.1566280259026423
Cristian Romero,Tottenham,26.0,DF,eng Premier League,51.0,19.276964,-31.72303581237793,-0.6220203100466261
Jordan Zemura,Udinese,24.0,DF,it Serie A,5.5,7.0443373,1.544337272644043,0.28078859502618964
Álex Muñoz,Las Palmas,30.0,DF,es La Liga,2.0,2.896803,0.8968029022216797,0.44840145111083984
Joan Jordán,Alavés,30.0,MF,es La Liga,3.5,5.017002,1.5170021057128906,0.4334291730608259
Valentin Gendrey,Hoffenheim,24.0,DF,de Bundesliga,7.999999999999998,7.163144,-0.8368558883666974,-0.10460698604583721
Emmanuel Agbadou,Wolves,27.0,DF,eng Premier League,21.0,17.904314,-3.0956859588623047,-0.14741361708868117
Tosin Adarabioyo,Chelsea,26.0,DF,eng Premier League,21.0,22.215733,1.2157325744628906,0.05789202735537574
Carlos Soler,West Ham,27.0,MF,eng Premier League,18.999999999999996,19.534824,0.5348243713378942,0.028148651123047066
Yves Bissouma,Tottenham,27.0,MF,eng Premier League,26.000000000000004,16.913359,-9.086641311645511,-0.3494862042940581
Răzvan Marin,Cagliari,28.0,MF,it Serie A,4.5,7.947663,3.447662830352783,0.7661472956339518
Manuel Lazzari,Lazio,30.0,DF,it Serie A,4.5,3.5957823,-0.9042177200317383,-0.20093727111816406
Yaser Asprilla,Girona,20.0,FW,es La Liga,15.999999999999998,13.088504,-2.911496162414549,-0.18196851015090934
Anass Zaroury,Lens,23.0,FW,fr Ligue 1,9.000000000000002,8.520659,-0.4793405532836932,-0.053260061475965896
Iván Sánchez,Valladolid,31.0,MF,es La Liga,1.6,2.7589223,1.1589223384857177,0.7243264615535735
Kamaldeen Sulemana,Southampton,22.0,FW,eng Premier League,13.999999999999996,16.391104,2.3911037445068395,0.17079312460763144
Joshua Zirkzee,Manchester Utd,23.0,FW,eng Premier League,31.0,28.450315,-2.549684524536133,-0.08224788788826234
Philipp Sander,Gladbach,26.0,MF,de Bundesliga,4.999999999999999,5.751972,0.751972198486329,0.15039443969726582
Juanmi Latasa,Valladolid,23.0,FW,es La Liga,3.0000000000000004,6.0497494,3.049749374389648,1.016583124796549
Marnon Busch,Heidenheim,29.0,DF,de Bundesliga,2.2,3.7955956,1.5955956459045408,0.7252707481384276
Antonio Sánchez,Mallorca,27.0,MF,es La Liga,3.5,4.461408,0.9614081382751465,0.27468803950718473
Pablo Durán,Celta Vigo,23.0,FW,es La Liga,4.5,7.445749,2.945748805999756,0.6546108457777235
Ali Abdi,Nice,30.0,DF,fr Ligue 1,4.0,3.530354,-0.46964597702026367,-0.11741149425506592
Jannik Vestergaard,Leicester City,31.0,DF,eng Premier League,4.999999999999999,4.7510486,-0.24895143508911044,-0.049790287017822094
Moritz Broschinski,Bochum,23.0,FW,de Bundesliga,3.0000000000000004,6.424692,3.4246921539306636,1.141564051310221
Alexis Saelemaekers,Roma,25.0,DF,it Serie A,17.999999999999996,11.675991,-6.324008941650387,-0.3513338300916882
Jack Stephens,Southampton,30.0,DF,eng Premier League,2.5,5.986676,3.4866762161254883,1.3946704864501953
Gaby Jean,Lecce,24.0,DF,it Serie A,3.0000000000000004,5.8931484,2.8931484222412105,0.9643828074137367
David Torres,Valladolid,21.0,DF,es La Liga,1.5,4.9172893,3.4172892570495605,2.2781928380330405
Malang Sarr,Lens,25.0,DF,fr Ligue 1,6.0,6.0326567,0.03265666961669922,0.00544277826944987
Brahim Díaz,Real Madrid,24.0,FW,es La Liga,41.00000000000001,12.233692,-28.766307830810554,-0.7016172641661109
Jacopo Fazzini,Empoli,21.0,MF,it Serie A,11.000000000000002,10.888608,-0.111392021179201,-0.010126547379927362
Martín Payero,Udinese,25.0,MF,it Serie A,6.499999999999999,6.114934,-0.3850660324096671,-0.059240928063025715
Julien Le Cardinal,Brest,26.0,DF,fr Ligue 1,2.5,3.7758374,1.2758374214172363,0.5103349685668945
Emerson,Milan,25.0,DF,it Serie A,11.000000000000002,6.477784,-4.522215843200685,-0.41111053120006225
Suat Serdar,Hellas Verona,27.0,MF,it Serie A,5.5,4.4168897,-1.0831103324890137,-0.19692915136163885
Selim Amallah,Valladolid,27.0,MF,es La Liga,2.6,5.6456566,3.0456565856933593,1.1714063791128304
Daniel Mosquera,Hellas Verona,24.0,FW,it Serie A,2.5,7.700612,5.2006120681762695,2.0802448272705076
Leandro Paredes,Roma,30.0,MF,it Serie A,6.0,6.39949,0.3994898796081543,0.06658164660135905
Dwight McNeil,Everton,24.0,MF,eng Premier League,26.000000000000004,41.2739,15.273899078369137,0.5874576568603513
Ridgeciano Haps,Venezia,31.0,DF,it Serie A,1.9000000000000001,3.055952,1.1559520721435546,0.608395827443976
Myles Lewis-Skelly,Arsenal,17.0,DF,eng Premier League,46.0,43.15023,-2.8497695922851562,-0.06195151287576427
Kevin Vogt,Union Berlin,32.0,DF,de Bundesliga,2.0,2.5582545,0.5582544803619385,0.27912724018096924
Jorge Herrando,Osasuna,23.0,DF,es La Liga,4.999999999999999,6.4830017,1.4830017089843759,0.2966003417968752
Mario Lemina,Wolves,30.0,MF,eng Premier League,8.5,8.81476,0.3147602081298828,0.03703061272116268
Antony,Betis,24.0,FW,es La Liga,36.0,15.079734,-20.920266151428223,-0.5811185042063395
Marcus Pedersen,Torino,24.0,DF,it Serie A,4.0,5.731608,1.7316079139709473,0.4329019784927368
Nathan Tella,Leverkusen,25.0,MF,de Bundesliga,15.999999999999998,8.43691,-7.563090324401854,-0.4726931452751159
Oriol Romeu,Girona,32.0,MF,es La Liga,2.2,2.226025,0.0260251045227049,0.011829592964865862
Ben Johnson,Ipswich Town,24.0,DF,eng Premier League,9.000000000000002,17.438631,8.438631057739256,0.9376256730821394
Williot Swedberg,Celta Vigo,20.0,FW,es La Liga,6.0,11.248073,5.248072624206543,0.8746787707010905
Abel Ruiz,Girona,24.0,FW,es La Liga,4.999999999999999,5.9510584,0.9510583877563485,0.19021167755126975
Derrick Köhn,Werder Bremen,25.0,DF,de Bundesliga,6.0,7.992763,1.9927630424499512,0.3321271737416585
Francisco Conceição,Juventus,21.0,FW,it Serie A,29.000000000000004,19.263628,-9.736371994018558,-0.33573696531098474
Issa Diop,Fulham,27.0,DF,eng Premier League,15.0,16.593266,1.5932655334472656,0.1062177022298177
Manu Morlanes,Mallorca,25.0,MF,es La Liga,3.5,4.8321557,1.332155704498291,0.38061591557094027
Emmanuel Biumla,Angers,19.0,DF,fr Ligue 1,4.999999999999999,7.284404,2.2844038009643564,0.4568807601928713
Niklas Dorsch,Heidenheim,26.0,MF,de Bundesliga,4.5,6.6857805,2.1857805252075195,0.485729005601671
Arnaut Danjuma,Girona,27.0,FW,es La Liga,4.999999999999999,4.7664614,-0.23353862762451083,-0.046707725524902176
Carlos Martín,Alavés,22.0,FW,es La Liga,3.8,4.9899507,1.1899506568908693,0.31314490970812353
Ben Davies,Tottenham,31.0,DF,eng Premier League,6.999999999999999,6.2589955,-0.7410044670104972,-0.1058577810014996
Hernani,Parma,30.0,MF,it Serie A,2.6,4.249895,1.6498950958251952,0.6345750368558443
Leon Goretzka,Bayern Munich,29.0,MF,de Bundesliga,23.0,9.950712,-13.049287796020508,-0.5673603389574133
Steven Skrzybski,Holstein Kiel,31.0,MF,de Bundesliga,2.3,3.9785626,1.6785625934600832,0.7298098232435145
Kamory Doumbia,Brest,21.0,MF,fr Ligue 1,4.999999999999999,11.735488,6.735487937927247,1.3470975875854496
Sorba Thomas,Nantes,24.0,FW,fr Ligue 1,4.5,6.635222,2.1352219581604004,0.47449376848008895
Amadou Haidara,RB Leipzig,26.0,MF,de Bundesliga,17.0,6.1930346,-10.806965351104736,-0.6357038441826316
Antonio Sanabria,Torino,28.0,FW,it Serie A,3.8,4.2937083,0.4937083244323732,0.12992324327167717
Lilian Raolisoa,Angers,24.0,DF,fr Ligue 1,1.8,6.289923,4.489923191070557,2.494401772816976
Adam Wharton,Crystal Palace,20.0,MF,eng Premier League,46.0,24.290443,-21.709556579589844,-0.4719468821649966
Michael Svoboda,Venezia,25.0,DF,it Serie A,1.9000000000000001,4.6592875,2.7592874526977536,1.4522565540514492
Aitor Ruibal,Betis,28.0,DF,es La Liga,4.5,4.041531,-0.4584689140319824,-0.1018819808959961
Kieran Trippier,Newcastle Utd,33.0,DF,eng Premier League,4.999999999999999,4.062042,-0.9379577636718741,-0.18759155273437486
Marco Komenda,Holstein Kiel,27.0,DF,de Bundesliga,1.8,4.768156,2.9681560516357424,1.648975584242079
Daniel Maldini,Monza,22.0,MF,it Serie A,11.000000000000002,11.385179,0.38517856597900213,0.03501623327081837
Bence Dárdai,Wolfsburg,18.0,MF,de Bundesliga,13.0,7.8076296,-5.192370414733887,-0.3994131088256836
Keven Schlotterbeck,Augsburg,27.0,DF,de Bundesliga,6.999999999999999,6.7184076,-0.28159236907958896,-0.040227481297084144
Pablo Ibáñez,Osasuna,25.0,MF,es La Liga,3.0000000000000004,5.229675,2.2296748161315914,0.7432249387105303
Osame Sahraoui,Lille,23.0,FW,fr Ligue 1,13.0,14.289826,1.2898263931274414,0.09921741485595703
Amadou Koné,Reims,19.0,MF,fr Ligue 1,1.5,10.8454895,9.345489501953125,6.230326334635417
Marin Pongračić,Fiorentina,26.0,DF,it Serie A,11.000000000000002,5.4577475,-5.542252540588381,-0.5038411400534891
Valentin Mihaila,Parma,24.0,FW,it Serie A,4.0,5.314453,1.314453125,0.32861328125
Unai Gómez,Athletic Club,21.0,MF,es La Liga,6.999999999999999,6.092601,-0.9073991775512686,-0.12962845393589553
Andreas Hanche-Olsen,Mainz 05,27.0,DF,de Bundesliga,6.999999999999999,5.7779207,-1.2220792770385733,-0.17458275386265334
David Neres,Napoli,27.0,FW,it Serie A,31.0,9.351912,-21.648088455200195,-0.6983254340387159
Max Geschwill,Holstein Kiel,23.0,DF,de Bundesliga,2.5,5.850776,3.350776195526123,1.3403104782104491
Kingsley Coman,Bayern Munich,28.0,FW,de Bundesliga,31.0,14.378069,-16.621931076049805,-0.5361913250338647
André Gomes,Lille,31.0,MF,fr Ligue 1,3.5,3.2419646,-0.25803542137145996,-0.07372440610613142
Ridle Baku,RB Leipzig,26.0,DF,de Bundesliga,10.000000000000002,6.0909653,-3.909034729003908,-0.39090347290039074
Ricardo Rodríguez,Betis,31.0,DF,es La Liga,3.0000000000000004,2.9474423,-0.052557706832886186,-0.01751923561096206
Nicolas Viola,Cagliari,34.0,FW,it Serie A,2.0,2.9708931,0.970893144607544,0.485446572303772
Alexander Bernhardsson,Holstein Kiel,25.0,FW,de Bundesliga,4.0,7.1053896,3.1053895950317383,0.7763473987579346
Ander Barrenetxea,Real Sociedad,22.0,MF,es La Liga,15.999999999999998,9.410221,-6.589778900146483,-0.4118611812591552
Orel Mangala,Everton,26.0,MF,eng Premier League,18.999999999999996,18.415123,-0.5848770141601527,-0.0307830007452712
Romain Del Castillo,Brest,28.0,FW,fr Ligue 1,7.999999999999998,7.449325,-0.5506749153137189,-0.06883436441421488
Ignace Van Der Brempt,Como,22.0,DF,it Serie A,4.999999999999999,5.915762,0.9157619476318368,0.1831523895263674
Hugo Sotelo,Celta Vigo,20.0,MF,es La Liga,4.999999999999999,11.344404,6.344404220581056,1.2688808441162114
Mostafa Mohamed,Nantes,26.0,FW,fr Ligue 1,6.0,5.1448655,-0.8551344871520996,-0.14252241452534994
Assane Diao,Como,18.0,FW,it Serie A,31.0,17.096874,-13.903125762939453,-0.44848792783675656
Fermin López,Barcelona,21.0,MF,es La Liga,51.0,28.911936,-22.088064193725586,-0.43309929791618795
Radu Drăgușin,Tottenham,22.0,DF,eng Premier League,26.000000000000004,19.513733,-6.4862670898437536,-0.24947181114783665
Florian Tardieu,Saint-Étienne,32.0,MF,fr Ligue 1,1.6,2.9655583,1.3655582904815673,0.8534739315509795
Arthur Atta,Udinese,21.0,MF,it Serie A,9.000000000000002,10.667978,1.6679782867431623,0.1853309207492402
Danel Sinani,St. Pauli,27.0,FW,de Bundesliga,2.5,4.7557955,2.255795478820801,0.9023181915283203
Arda Güler,Real Madrid,19.0,MF,es La Liga,46.0,32.128284,-13.871715545654297,-0.30155903360118036
Max Rosenfelder,Freiburg,21.0,DF,de Bundesliga,9.000000000000002,7.3365407,-1.6634593009948748,-0.18482881122165273
Adam Armstrong,Southampton,27.0,FW,eng Premier League,13.0,14.998814,1.9988136291503906,0.15375489455003005
Arouna Sangante,Le Havre,22.0,DF,fr Ligue 1,9.000000000000002,7.60361,-1.3963899612426776,-0.15515444013807525
Serge Gnabry,Bayern Munich,29.0,FW,de Bundesliga,23.0,13.85203,-9.147970199584961,-0.39773783476456354
Pablo Marín,Real Sociedad,21.0,MF,es La Liga,9.000000000000002,8.099002,-0.9009981155395526,-0.10011090172661694
Jesper Lindstrøm,Everton,24.0,FW,eng Premier League,18.999999999999996,13.86626,-5.13374042510986,-0.27019686447946634
Abdallah Sima,Brest,23.0,FW,fr Ligue 1,10.000000000000002,9.0021305,-0.9978694915771502,-0.09978694915771501
Lewis Holtby,Holstein Kiel,33.0,MF,de Bundesliga,1.5,2.5738568,1.0738568305969238,0.7159045537312826
Álvaro Tejero,Espanyol,28.0,MF,es La Liga,2.8,4.707829,1.907828998565674,0.6813674994877408
Kalvin Phillips,Ipswich Town,28.0,MF,eng Premier League,13.0,10.233747,-2.7662534713745117,-0.21278872856727013
Vitor Roque,Betis,19.0,FW,es La Liga,21.0,10.424188,-10.575812339782715,-0.5036101114182245
Tanner Tessmann,Lyon,22.0,MF,fr Ligue 1,6.999999999999999,6.637958,-0.3620419502258292,-0.05172027860368989
Lilian Brassier,Rennes,24.0,DF,fr Ligue 1,11.000000000000002,7.3006563,-3.699343681335451,-0.3363039710304955
Falaye Sacko,Montpellier,29.0,DF,fr Ligue 1,4.999999999999999,4.3658977,-0.6341023445129386,-0.12682046890258775
Mika Biereth,Monaco,21.0,FW,fr Ligue 1,31.0,16.754992,-14.24500846862793,-0.4595164022138042
Niccolò Pisilli,Roma,19.0,MF,it Serie A,13.999999999999996,14.7810545,0.7810544967651403,0.05578960691179575
John Yeboah,Venezia,24.0,FW,it Serie A,2.5,6.232414,3.7324137687683105,1.4929655075073243
Thomas Müller,Bayern Munich,34.0,MF,de Bundesliga,6.999999999999999,3.7257066,-3.2742934226989737,-0.4677562032427106
Cedric Zesiger,Augsburg,26.0,DF,de Bundesliga,7.999999999999998,6.108208,-1.8917918205261213,-0.23647397756576521
Ramón Terrats,Getafe,23.0,MF,es La Liga,4.999999999999999,7.8644404,2.8644404411315927,0.5728880882263186
Mattias Svanberg,Wolfsburg,25.0,MF,de Bundesliga,13.0,8.651348,-4.348651885986328,-0.33451168353740984
Yacine Adli,Fiorentina,24.0,MF,it Serie A,12.0,14.993883,2.9938831329345703,0.24949026107788086
Frans Krätzig,Heidenheim,21.0,DF,de Bundesliga,4.5,6.687418,2.187417984008789,0.48609288533528644
Dani Ceballos,Real Madrid,27.0,MF,es La Liga,11.000000000000002,8.944063,-2.055936813354494,-0.18690334666859032
Anthony Rouault,Stuttgart,23.0,DF,de Bundesliga,11.000000000000002,7.118423,-3.8815770149230975,-0.35287063772028154
Dani Olmo,Barcelona,26.0,MF,es La Liga,61.00000000000001,20.195124,-40.804876327514656,-0.6689323988117156
Lucas Bergvall,Tottenham,18.0,MF,eng Premier League,38.99999999999999,38.919613,-0.08038711547850852,-0.0020612080891925263
Pedro Díaz,Rayo Vallecano,26.0,MF,es La Liga,4.0,6.2191753,2.219175338745117,0.5547938346862793
Nikola Moro,Bologna,26.0,MF,it Serie A,5.5,5.926112,0.42611217498779297,0.07747494090687145
Antoine Hainaut,Parma,22.0,DF,it Serie A,2.0,4.947407,2.947406768798828,1.473703384399414
Iván Balliu,Rayo Vallecano,32.0,DF,es La Liga,2.4,2.2613826,-0.13861742019653311,-0.05775725841522213
Giovanni Leoni,Parma,17.0,DF,it Serie A,18.999999999999996,13.843652,-5.156348228454586,-0.2713867488660309
Ben White,Arsenal,26.0,DF,eng Premier League,46.0,19.57071,-26.429290771484375,-0.5745497993800951
Diogo Jota,Liverpool,27.0,FW,eng Premier League,41.00000000000001,26.242977,-14.757022857666023,-0.35992738677234193
Eren Dinkçi,Freiburg,22.0,MF,de Bundesliga,9.000000000000002,9.263849,0.2638492584228498,0.029316584269205526
Diego,Leganés,24.0,FW,es La Liga,1.25,8.663807,7.413806915283203,5.9310455322265625
Kike Pérez,Valladolid,27.0,MF,es La Liga,3.8,5.01081,1.210809898376465,0.3186341837832803
Ngal'Ayel Mukau,Lille,19.0,MF,fr Ligue 1,15.999999999999998,10.163306,-5.836693763732908,-0.36479336023330683
José Campaña,Las Palmas,31.0,MF,es La Liga,1.9000000000000001,3.261674,1.3616739273071288,0.7166704880563836
Raúl Albiol,Villarreal,38.0,DF,es La Liga,2.0,1.9180454,-0.08195459842681885,-0.040977299213409424
Marcos André,Valladolid,27.0,FW,es La Liga,2.0,4.2369328,2.2369327545166016,1.1184663772583008
Luke Woolfenden,Ipswich Town,25.0,DF,eng Premier League,3.0000000000000004,5.125642,2.125641822814941,0.7085472742716469
Shavy Babicka,Toulouse,24.0,MF,fr Ligue 1,3.5,7.7309523,4.230952262878418,1.208843503679548
Tammy Abraham,Milan,26.0,FW,it Serie A,15.999999999999998,7.4485245,-8.551475524902342,-0.5344672203063965
Tim Siersleben,Heidenheim,24.0,DF,de Bundesliga,3.0000000000000004,6.9475794,3.947579383850097,1.3158597946166988
Borna Sosa,Torino,26.0,DF,it Serie A,5.5,4.6330338,-0.8669662475585938,-0.15763022682883523
Mathias Honsak,Heidenheim,27.0,FW,de Bundesliga,3.0000000000000004,5.48726,2.4872598648071285,0.829086621602376
